carat,cut,color,clarity,depth,table,price,x,y,z
0.9,Fair,G,SI2,55.9,62.0,3104,6.35,6.42,3.57
0.9,Fair,G,SI2,64.7,58.0,3104,5.94,6.03,3.87
0.9,Ideal,I,SI2,62.8,55.0,3104,6.19,6.14,3.87
0.7,Premium,F,VVS2,62.6,59.0,3105,5.66,5.62,3.53
0.78,Ideal,I,VS1,61.9,56.0,3105,5.91,5.94,3.67
0.78,Ideal,I,VS1,60.7,56.0,3105,5.97,6.03,3.64
0.9,Very Good,H,SI2,59.5,63.0,3105,6.31,6.26,3.74
0.9,Premium,H,SI2,62.4,61.0,3105,6.11,6.03,3.79
0.9,Very Good,H,SI2,61.1,63.0,3105,6.19,6.12,3.76
1.52,Good,E,I1,57.3,58.0,3105,7.53,7.42,4.28
1.52,Good,E,I1,57.3,58.0,3105,7.53,7.42,4.28
0.9,Ideal,J,VS2,59.8,56.0,3105,6.27,6.24,3.74
0.9,Fair,H,SI2,65.6,58.0,3105,6.05,5.95,3.95
0.75,Premium,D,SI1,58.9,60.0,3105,5.99,5.97,3.52
0.7,Premium,G,VVS1,61.2,56.0,3105,5.75,5.68,3.5
0.9,Very Good,H,SI2,63.4,60.0,3105,6.08,6.03,3.84
0.72,Ideal,F,VS1,62.4,55.0,3105,5.78,5.75,3.6
0.9,Premium,H,SI2,59.6,59.0,3105,6.38,6.24,3.76
0.9,Good,H,SI2,64.1,58.0,3105,6.05,6.02,3.87
0.72,Premium,F,VVS2,61.6,59.0,3105,5.78,5.72,3.54
0.79,Ideal,E,SI1,62.1,54.0,3107,5.92,5.96,3.69
0.79,Good,E,SI1,63.2,56.0,3107,5.83,5.91,3.71
0.7,Very Good,E,VS1,63.4,56.0,3107,5.6,5.63,3.56
0.7,Ideal,E,VS1,62.2,58.0,3107,5.62,5.69,3.52
0.7,Good,D,VS1,60.4,63.0,3107,5.73,5.76,3.47
0.32,Good,E,SI1,63.2,56.0,561,4.35,4.38,2.76
0.32,Ideal,I,VVS2,61.5,56.0,561,4.4,4.42,2.71
0.32,Ideal,H,VS1,61.3,55.0,561,4.41,4.43,2.71
0.32,Premium,G,VS2,61.0,59.0,561,4.42,4.46,2.71
0.32,Premium,H,VS1,61.3,60.0,561,4.33,4.38,2.67
0.32,Ideal,I,VVS2,62.6,54.0,561,4.37,4.41,2.75
0.32,Very Good,E,SI1,61.6,56.0,561,4.39,4.41,2.71
0.32,Ideal,G,VS2,61.8,57.0,561,4.38,4.42,2.72
0.32,Very Good,G,VS2,62.4,59.0,561,4.33,4.36,2.71
0.32,Good,E,SI1,63.1,56.0,561,4.36,4.39,2.76
0.32,Very Good,H,VS1,61.7,61.0,561,4.38,4.43,2.72
0.32,Premium,G,VS2,62.6,59.0,561,4.33,4.36,2.72
0.32,Very Good,E,SI1,62.8,57.0,561,4.34,4.39,2.74
0.32,Premium,G,VS2,62.6,60.0,561,4.33,4.36,2.72
0.32,Very Good,H,VS1,60.5,59.0,561,4.41,4.42,2.67
0.32,Very Good,E,SI1,62.2,57.0,561,4.38,4.43,2.74
0.32,Premium,H,VS1,60.6,60.0,561,4.4,4.44,2.68
0.32,Ideal,G,VS2,60.3,57.0,561,4.43,4.46,2.68
0.32,Very Good,E,VS2,60.5,58.0,561,4.4,4.42,2.67
0.32,Very Good,H,VS1,62.9,54.0,561,4.37,4.41,2.76
0.32,Premium,E,SI1,60.2,60.0,561,4.39,4.44,2.66
0.32,Premium,G,VS2,62.1,60.0,561,4.34,4.39,2.71
0.32,Premium,I,VVS2,61.9,59.0,561,4.35,4.38,2.7
0.32,Premium,H,VS1,62.4,58.0,561,4.35,4.4,2.73
0.32,Premium,G,VS2,61.5,58.0,561,4.35,4.4,2.69
0.32,Ideal,E,SI1,61.9,56.0,561,4.39,4.43,2.73
0.32,Premium,G,VS2,61.5,60.0,561,4.4,4.42,2.71
0.32,Premium,E,SI1,61.9,59.0,561,4.36,4.39,2.71
0.76,Premium,E,VS2,63.0,59.0,3107,5.79,5.76,3.64
0.9,Good,I,VS2,62.4,65.0,3107,6.12,6.09,3.81
0.9,Very Good,G,SI2,63.3,59.0,3107,6.12,6.07,3.86
0.76,Premium,E,VS2,60.3,60.0,3107,5.97,5.94,3.59
0.81,Premium,H,VS1,61.7,58.0,3107,5.98,5.95,3.68
0.77,Ideal,F,SI1,61.5,56.0,3108,5.89,5.95,3.64
0.74,Premium,E,VS2,62.4,59.0,3108,5.77,5.73,3.59
0.75,Premium,E,VS2,59.9,61.0,3108,5.97,5.91,3.56
0.7,Very Good,E,VS1,62.0,60.0,3109,5.61,5.64,3.49
0.7,Premium,F,VVS1,61.9,59.0,3109,5.67,5.6,3.49
0.81,Ideal,E,SI1,62.4,57.0,3109,5.92,5.97,3.71
1.01,Good,H,I1,63.2,58.0,3110,6.33,6.39,4.02
0.76,Very Good,E,VS2,61.0,58.0,3111,5.88,5.93,3.6
1.01,Good,H,SI2,64.1,56.0,3111,6.37,6.3,4.06
0.8,Ideal,H,VS1,63.1,58.0,3111,5.89,5.96,3.74
0.68,Very Good,F,VVS2,57.3,60.0,3112,5.83,5.89,3.36
0.91,Very Good,J,VS2,61.6,58.0,3112,6.23,6.28,3.85
0.79,Premium,D,SI1,61.4,59.0,3112,5.89,5.96,3.64
0.71,Very Good,E,VS1,59.8,58.0,3112,5.78,5.82,3.47
0.71,Very Good,H,IF,63.0,57.0,3112,5.63,5.7,3.57
0.71,Ideal,E,VS2,61.6,57.0,3112,5.71,5.79,3.54
0.71,Very Good,G,VVS2,61.2,58.0,3113,5.68,5.72,3.49
0.78,Very Good,G,VS2,62.6,58.0,3113,5.81,5.89,3.66
0.82,Ideal,I,VS1,61.3,57.0,3113,6.02,6.07,3.7
0.9,Good,H,SI2,60.4,61.0,3114,6.14,6.22,3.73
0.9,Very Good,G,SI2,60.1,60.0,3114,6.22,6.32,3.77
0.76,Ideal,G,VS2,61.7,55.0,3114,5.86,5.91,3.63
0.77,Ideal,G,VS2,62.1,56.0,3114,5.85,5.88,3.64
0.9,Good,H,SI2,64.3,58.0,3114,5.97,6.03,3.86
0.93,Ideal,G,SI2,61.0,54.0,3114,6.35,6.32,3.87
0.86,Very Good,H,SI1,63.8,56.0,3115,6.02,6.05,3.85
0.7,Good,E,VS2,60.3,60.0,3115,5.69,5.75,3.45
0.9,Good,H,SI2,64.3,60.0,3115,6.0,6.1,3.89
0.84,Premium,F,SI1,59.0,59.0,3115,6.18,6.13,3.63
0.8,Good,F,VS1,63.3,55.0,3116,5.87,5.92,3.73
0.9,Good,F,SI2,63.3,57.0,3116,6.08,6.14,3.87
0.9,Good,F,SI2,63.2,59.0,3116,6.06,6.13,3.85
0.71,Ideal,F,VS2,61.2,56.0,3116,5.77,5.79,3.54
0.92,Fair,F,SI1,64.9,58.0,3117,6.1,6.04,3.94
1.08,Premium,H,I1,61.7,59.0,3118,6.54,6.59,4.05
0.85,Ideal,G,SI1,60.4,56.0,3118,6.26,6.17,3.75
0.83,Very Good,F,SI1,63.1,58.0,3118,5.98,5.94,3.76
1.16,Fair,H,SI2,68.2,55.0,3118,6.47,6.37,4.38
0.87,Ideal,H,VS2,61.7,57.0,3118,6.14,6.09,3.77
0.9,Very Good,J,VS2,61.9,59.0,3119,6.14,6.2,3.82
0.7,Ideal,F,SI1,61.9,55.0,3119,5.7,5.74,3.54
0.7,Ideal,F,SI1,61.2,55.0,3119,5.74,5.76,3.52
1.02,Premium,J,SI2,62.3,58.0,3119,6.42,6.37,3.98
0.91,Fair,E,SI2,64.5,60.0,3119,6.04,5.96,3.87
0.75,Ideal,E,VS2,62.0,56.0,3120,5.82,5.85,3.62
0.77,Ideal,G,VS1,62.4,54.0,3121,5.93,5.89,3.69
0.76,Good,G,VS1,60.3,60.7,3121,5.86,5.9,3.55
0.9,Premium,I,SI1,61.8,58.0,3121,6.26,6.2,3.85
0.9,Very Good,I,SI1,63.5,59.0,3121,6.1,6.05,3.86
0.9,Premium,I,SI1,62.1,59.0,3121,6.19,6.15,3.83
0.86,Ideal,I,VS2,62.1,57.0,3121,6.1,6.07,3.78
0.71,Very Good,E,SI1,60.0,56.0,3122,5.85,5.78,3.49
0.72,Ideal,H,VS2,61.7,56.0,3122,5.74,5.77,3.56
0.72,Ideal,H,VS2,60.1,56.0,3122,5.85,5.88,3.52
0.92,Good,I,SI1,57.4,65.0,3122,6.42,6.48,3.7
0.9,Very Good,G,SI2,64.2,56.0,3123,6.04,6.11,3.9
0.7,Ideal,G,VVS1,62.3,57.0,3123,5.61,5.65,3.51
0.71,Ideal,F,VS2,61.8,56.2,3123,5.7,5.75,3.53
0.71,Ideal,G,VS1,60.9,56.6,3123,5.75,5.79,3.52
0.71,Ideal,G,VS1,61.8,56.1,3123,5.72,5.74,3.54
0.82,Ideal,G,SI1,60.7,57.0,3123,6.07,6.06,3.68
0.77,Very Good,G,VS2,62.8,59.0,3124,5.81,5.84,3.66
0.72,Ideal,H,VVS1,61.4,56.0,3124,5.79,5.77,3.55
0.84,Very Good,E,SI2,62.1,58.0,3125,6.02,6.09,3.76
0.83,Ideal,E,SI2,61.3,57.0,3125,6.02,6.05,3.7
0.94,Good,D,SI2,57.9,61.0,3125,6.48,6.43,3.74
0.9,Good,H,SI1,60.5,64.0,3125,6.18,6.11,3.72
0.93,Premium,J,VS2,61.1,59.0,3125,6.34,6.32,3.87
0.57,Very Good,D,VVS1,62.8,56.0,3126,5.27,5.31,3.32
0.72,Ideal,G,VVS2,61.2,57.0,3126,5.72,5.81,3.53
0.57,Ideal,D,VVS1,61.6,56.0,3126,5.33,5.35,3.29
1.13,Good,G,I1,63.4,58.0,3127,6.58,6.61,4.18
0.7,Very Good,G,VS1,61.6,57.0,3127,5.69,5.73,3.52
0.7,Very Good,G,VS1,61.9,57.0,3127,5.68,5.71,3.53
0.73,Ideal,G,VVS2,62.2,55.0,3127,5.77,5.74,3.58
0.73,Ideal,G,VVS2,61.9,56.0,3127,5.81,5.75,3.58
0.73,Premium,E,VS2,61.9,57.0,3127,5.79,5.75,3.57
0.71,Ideal,E,SI1,61.1,57.0,3128,5.75,5.77,3.52
0.75,Very Good,F,VS1,63.2,57.0,3129,5.78,5.74,3.64
0.75,Ideal,E,SI2,62.6,55.0,3129,5.72,5.79,3.6
